stx_ident,count
stx/stx/2017-03-24 22_30_00.npz,5
stx/stx/2017-08-02 06_00_00.npz,2
stx/stx/2017-10-20 12_30_00.npz,5
stx/stx/2017-03-25 12_00_00.npz,8
stx/stx/2017-05-20 20_00_00.npz,20
stx/stx/2017-01-17 15_00_00.npz,19
stx/stx/2017-12-19 14_30_00.npz,3
stx/stx/2017-12-20 02_30_00.npz,4
stx/stx/2017-07-28 00_00_00.npz,2
stx/stx/2017-04-13 13_00_00.npz,9
stx/stx/2017-04-22 04_00_00.npz,2
stx/stx/2017-08-15 22_30_00.npz,1
stx/stx/2017-11-08 15_30_00.npz,6
stx/stx/2017-07-15 01_30_00.npz,7
stx/stx/2017-04-05 00_00_00.npz,1
stx/stx/2017-07-16 23_00_00.npz,9
stx/stx/2017-04-18 01_30_00.npz,1
stx/stx/2017-04-26 09_30_00.npz,3
stx/stx/2017-06-29 18_30_00.npz,1
stx/stx/2017-01-22 16_00_00.npz,8
stx/stx/2017-05-11 09_00_00.npz,1
stx/stx/2017-05-03 16_00_00.npz,7
stx/stx/2017-05-28 03_00_00.npz,2
stx/stx/2017-07-28 23_30_00.npz,6
stx/stx/2017-03-24 20_00_00.npz,9
stx/stx/2017-06-23 02_00_00.npz,2
stx/stx/2017-07-11 21_30_00.npz,8
stx/stx/2017-05-11 17_30_00.npz,5
stx/stx/2017-03-11 23_30_00.npz,1
stx/stx/2017-07-17 18_30_00.npz,5
stx/stx/2017-06-07 09_30_00.npz,7
stx/stx/2017-04-26 15_00_00.npz,9
stx/stx/2017-09-03 01_30_00.npz,1
stx/stx/2017-09-26 04_00_00.npz,2
stx/stx/2017-04-22 02_00_00.npz,2
stx/stx/2017-02-14 17_30_00.npz,6
stx/stx/2017-06-07 17_00_00.npz,3
stx/stx/2017-03-29 20_30_00.npz,9
stx/stx/2017-04-29 23_00_00.npz,11
stx/stx/2017-12-06 03_30_00.npz,1
stx/stx/2017-09-28 20_00_00.npz,1
stx/stx/2017-06-26 03_30_00.npz,4
stx/stx/2017-10-04 22_00_00.npz,6
stx/stx/2017-09-29 22_00_00.npz,20
stx/stx/2017-05-30 02_00_00.npz,2
stx/stx/2017-06-01 02_00_00.npz,2
stx/stx/2017-12-22 20_00_00.npz,5
stx/stx/2017-04-22 01_00_00.npz,10
stx/stx/2017-07-29 10_00_00.npz,13
stx/stx/2017-12-18 21_00_00.npz,9
stx/stx/2017-03-11 14_00_00.npz,7
stx/stx/2017-06-13 22_00_00.npz,2
stx/stx/2017-07-28 12_00_00.npz,5
stx/stx/2017-03-29 18_00_00.npz,3
stx/stx/2017-08-15 21_30_00.npz,7
stx/stx/2017-07-24 09_30_00.npz,7
stx/stx/2017-08-29 18_30_00.npz,10
stx/stx/2017-08-22 13_00_00.npz,5
stx/stx/2017-08-30 20_00_00.npz,9
stx/stx/2017-07-17 19_00_00.npz,1
stx/stx/2017-06-09 19_30_00.npz,5
stx/stx/2017-09-27 08_30_00.npz,1
stx/stx/2017-06-09 23_00_00.npz,11
stx/stx/2017-08-12 03_30_00.npz,5
stx/stx/2017-06-03 13_30_00.npz,1
stx/stx/2017-12-22 16_30_00.npz,1
stx/stx/2017-02-14 23_00_00.npz,16
stx/stx/2017-07-21 20_30_00.npz,1
stx/stx/2017-04-10 18_30_00.npz,3
stx/stx/2017-03-24 15_00_00.npz,2
stx/stx/2017-07-03 12_00_00.npz,7
stx/stx/2017-07-17 00_30_00.npz,1
stx/stx/2017-09-29 21_00_00.npz,14
stx/stx/2017-05-04 05_00_00.npz,4
stx/stx/2017-08-24 10_30_00.npz,2
stx/stx/2017-02-27 05_30_00.npz,1
stx/stx/2017-01-20 23_30_00.npz,8
stx/stx/2017-06-05 12_30_00.npz,2
stx/stx/2017-03-29 10_30_00.npz,4
stx/stx/2017-11-08 17_30_00.npz,3
stx/stx/2017-09-24 22_00_00.npz,6
stx/stx/2017-07-19 22_00_00.npz,2
stx/stx/2017-01-17 18_30_00.npz,8
stx/stx/2017-05-19 01_30_00.npz,6
stx/stx/2017-04-13 12_00_00.npz,5
stx/stx/2017-06-27 00_30_00.npz,1
stx/stx/2017-07-30 15_00_00.npz,3
stx/stx/2017-06-29 16_00_00.npz,7
stx/stx/2017-07-24 02_00_00.npz,6
stx/stx/2017-08-08 19_00_00.npz,10
stx/stx/2017-03-07 12_00_00.npz,4
stx/stx/2017-12-20 04_30_00.npz,5
stx/stx/2017-11-08 18_30_00.npz,11
stx/stx/2017-09-02 21_00_00.npz,3
stx/stx/2017-05-04 01_00_00.npz,13
stx/stx/2017-05-29 04_30_00.npz,5
stx/stx/2017-04-26 18_00_00.npz,12
stx/stx/2017-03-27 04_00_00.npz,1
stx/stx/2017-07-06 13_30_00.npz,5
stx/stx/2017-08-07 23_00_00.npz,5
stx/stx/2017-06-19 16_00_00.npz,4
stx/stx/2017-03-29 12_00_00.npz,3
stx/stx/2017-06-09 09_00_00.npz,1
stx/stx/2017-02-27 19_00_00.npz,4
stx/stx/2017-07-05 10_30_00.npz,1
stx/stx/2017-01-15 03_00_00.npz,2
stx/stx/2017-10-10 03_30_00.npz,2
stx/stx/2017-07-15 19_00_00.npz,1
stx/stx/2017-06-01 17_30_00.npz,6
stx/stx/2017-02-27 23_30_00.npz,6
stx/stx/2017-05-20 02_00_00.npz,1
stx/stx/2017-05-11 14_00_00.npz,3
stx/stx/2017-06-19 00_30_00.npz,2
stx/stx/2017-09-26 21_30_00.npz,1
stx/stx/2017-01-17 16_30_00.npz,14
stx/stx/2017-03-28 18_00_00.npz,7
stx/stx/2017-05-29 14_00_00.npz,11
stx/stx/2017-05-19 10_00_00.npz,13
stx/stx/2017-07-01 16_30_00.npz,1
stx/stx/2017-08-06 17_00_00.npz,8
stx/stx/2017-08-15 12_00_00.npz,3
stx/stx/2017-07-04 10_30_00.npz,5
stx/stx/2017-07-16 10_00_00.npz,1
stx/stx/2017-03-07 10_00_00.npz,1
stx/stx/2017-07-09 15_30_00.npz,2
stx/stx/2017-12-17 04_30_00.npz,1
stx/stx/2017-01-02 14_30_00.npz,11
stx/stx/2017-01-17 10_00_00.npz,1
stx/stx/2017-03-05 22_30_00.npz,5
stx/stx/2017-06-27 03_30_00.npz,3
stx/stx/2017-04-21 19_00_00.npz,3
stx/stx/2017-12-19 01_00_00.npz,5
stx/stx/2017-07-31 03_00_00.npz,3
stx/stx/2017-07-17 21_30_00.npz,2
stx/stx/2017-08-15 01_30_00.npz,4
stx/stx/2017-08-16 23_00_00.npz,4
stx/stx/2017-09-21 17_00_00.npz,4
stx/stx/2017-08-08 21_30_00.npz,10
stx/stx/2017-05-19 02_00_00.npz,6
stx/stx/2017-04-26 23_00_00.npz,8
stx/stx/2017-12-03 18_00_00.npz,1
stx/stx/2017-04-17 16_30_00.npz,5
stx/stx/2017-06-02 03_00_00.npz,1
stx/stx/2017-07-14 21_30_00.npz,15
stx/stx/2017-01-21 02_00_00.npz,2
stx/stx/2017-08-29 15_00_00.npz,11
stx/stx/2017-10-22 14_30_00.npz,9
stx/stx/2017-08-01 19_30_00.npz,12
stx/stx/2017-05-23 00_00_00.npz,7
stx/stx/2017-03-10 03_00_00.npz,2
stx/stx/2017-09-29 17_30_00.npz,10
stx/stx/2017-05-21 01_00_00.npz,10
stx/stx/2017-08-14 12_00_00.npz,1
stx/stx/2017-02-21 00_00_00.npz,3
stx/stx/2017-05-23 09_00_00.npz,1
stx/stx/2017-08-19 23_30_00.npz,13
stx/stx/2017-08-24 09_00_00.npz,1
stx/stx/2017-02-14 15_00_00.npz,18
stx/stx/2017-06-10 00_30_00.npz,3
stx/stx/2017-04-11 17_00_00.npz,9
stx/stx/2017-03-13 10_00_00.npz,3
stx/stx/2017-01-17 14_30_00.npz,20
stx/stx/2017-08-30 18_30_00.npz,1
stx/stx/2017-08-11 17_30_00.npz,6
stx/stx/2017-08-12 00_00_00.npz,9
stx/stx/2017-07-03 11_30_00.npz,6
stx/stx/2017-05-28 08_30_00.npz,1
stx/stx/2017-07-16 20_30_00.npz,5
stx/stx/2017-05-21 23_30_00.npz,1
stx/stx/2017-09-26 12_30_00.npz,4
stx/stx/2017-08-23 03_30_00.npz,2
stx/stx/2017-04-11 16_00_00.npz,13
stx/stx/2017-09-21 18_00_00.npz,2
stx/stx/2017-02-17 23_00_00.npz,8
stx/stx/2017-08-01 21_00_00.npz,2
stx/stx/2017-02-14 16_30_00.npz,1
stx/stx/2017-09-27 07_30_00.npz,2
stx/stx/2017-06-22 13_30_00.npz,10
stx/stx/2017-08-20 10_30_00.npz,2
stx/stx/2017-08-11 10_30_00.npz,2
stx/stx/2017-01-14 05_00_00.npz,2
stx/stx/2017-10-10 14_00_00.npz,4
stx/stx/2017-08-14 23_00_00.npz,2
stx/stx/2017-07-15 11_30_00.npz,2
stx/stx/2017-09-18 19_30_00.npz,5
stx/stx/2017-08-31 05_30_00.npz,2
stx/stx/2017-05-11 19_00_00.npz,4
stx/stx/2017-05-29 10_00_00.npz,3
stx/stx/2017-10-10 17_30_00.npz,2
stx/stx/2017-04-30 01_00_00.npz,1
stx/stx/2017-04-26 21_30_00.npz,11
stx/stx/2017-09-26 13_30_00.npz,16
stx/stx/2017-08-12 15_30_00.npz,4
stx/stx/2017-01-17 22_30_00.npz,16
stx/stx/2017-07-30 16_30_00.npz,3
stx/stx/2017-08-23 09_00_00.npz,5
stx/stx/2017-01-13 23_00_00.npz,4
stx/stx/2017-04-02 11_30_00.npz,1
stx/stx/2017-01-15 22_00_00.npz,2
stx/stx/2017-06-22 08_30_00.npz,1
stx/stx/2017-05-03 20_00_00.npz,12
stx/stx/2017-04-21 18_00_00.npz,6
stx/stx/2017-09-27 09_00_00.npz,1
stx/stx/2017-08-01 11_00_00.npz,1
stx/stx/2017-06-29 16_30_00.npz,1
stx/stx/2017-01-17 02_30_00.npz,14
stx/stx/2017-06-01 11_30_00.npz,2
stx/stx/2017-08-10 11_30_00.npz,3
stx/stx/2017-09-17 22_00_00.npz,11
stx/stx/2017-10-10 09_00_00.npz,3
stx/stx/2017-08-06 13_30_00.npz,17
stx/stx/2017-08-07 07_00_00.npz,1
stx/stx/2017-01-15 16_00_00.npz,1
stx/stx/2017-07-12 18_00_00.npz,2
stx/stx/2017-10-10 19_00_00.npz,3
stx/stx/2017-12-19 21_30_00.npz,4
stx/stx/2017-09-25 02_00_00.npz,2
stx/stx/2017-08-02 14_00_00.npz,20
stx/stx/2017-08-30 12_00_00.npz,13
stx/stx/2017-08-29 15_30_00.npz,14
stx/stx/2017-05-03 20_30_00.npz,10
stx/stx/2017-07-02 13_00_00.npz,6
stx/stx/2017-05-21 10_00_00.npz,9
stx/stx/2017-06-07 03_00_00.npz,3
stx/stx/2017-06-22 19_30_00.npz,9
stx/stx/2017-08-15 17_30_00.npz,4
stx/stx/2017-09-27 22_30_00.npz,1
stx/stx/2017-05-16 23_30_00.npz,10
stx/stx/2017-01-02 16_00_00.npz,9
stx/stx/2017-05-09 15_30_00.npz,11
stx/stx/2017-09-26 10_00_00.npz,6
stx/stx/2017-06-09 15_00_00.npz,3
stx/stx/2017-08-17 21_00_00.npz,3
stx/stx/2017-08-18 01_30_00.npz,1
stx/stx/2017-07-30 21_00_00.npz,6
stx/stx/2017-12-22 16_00_00.npz,1
stx/stx/2017-06-18 14_00_00.npz,3
stx/stx/2017-07-06 19_00_00.npz,5
stx/stx/2017-03-30 02_00_00.npz,5
stx/stx/2017-06-23 21_00_00.npz,9
stx/stx/2017-05-21 06_30_00.npz,1
stx/stx/2017-08-12 17_00_00.npz,3
stx/stx/2017-09-21 23_30_00.npz,5
stx/stx/2017-09-29 03_00_00.npz,4
stx/stx/2017-07-01 06_30_00.npz,1
stx/stx/2017-02-21 01_30_00.npz,2
stx/stx/2017-07-14 01_00_00.npz,5
stx/stx/2017-08-17 03_30_00.npz,1
stx/stx/2017-07-04 02_00_00.npz,3
stx/stx/2017-01-22 01_30_00.npz,3
stx/stx/2017-06-25 09_00_00.npz,2
stx/stx/2017-02-27 20_00_00.npz,6
stx/stx/2017-01-17 01_30_00.npz,8
stx/stx/2017-07-06 21_00_00.npz,2
stx/stx/2017-08-02 12_00_00.npz,14
stx/stx/2017-01-15 17_30_00.npz,1
stx/stx/2017-06-26 23_30_00.npz,6
stx/stx/2017-05-11 18_30_00.npz,4
stx/stx/2017-10-21 23_00_00.npz,6
stx/stx/2017-06-25 17_00_00.npz,8
stx/stx/2017-09-29 00_30_00.npz,4
stx/stx/2017-02-19 23_30_00.npz,9
stx/stx/2017-09-17 03_30_00.npz,2
stx/stx/2017-10-10 09_30_00.npz,2
stx/stx/2017-07-05 13_00_00.npz,5
stx/stx/2017-04-18 16_00_00.npz,2
stx/stx/2017-05-12 03_30_00.npz,8
stx/stx/2017-05-19 13_30_00.npz,20
stx/stx/2017-08-08 08_30_00.npz,2
stx/stx/2017-06-08 17_00_00.npz,4
stx/stx/2017-07-29 00_30_00.npz,2
stx/stx/2017-12-05 14_30_00.npz,9
stx/stx/2017-05-23 15_00_00.npz,6
stx/stx/2017-05-19 14_30_00.npz,1
stx/stx/2017-05-09 18_00_00.npz,7
stx/stx/2017-05-29 00_30_00.npz,4
stx/stx/2017-09-27 14_00_00.npz,2
stx/stx/2017-10-04 21_30_00.npz,2
stx/stx/2017-04-01 20_30_00.npz,8
stx/stx/2017-03-05 17_30_00.npz,5
stx/stx/2017-11-08 22_00_00.npz,10
stx/stx/2017-05-10 20_30_00.npz,4
stx/stx/2017-12-19 10_00_00.npz,2
stx/stx/2017-10-10 12_30_00.npz,13
stx/stx/2017-01-16 04_00_00.npz,8
stx/stx/2017-09-18 17_00_00.npz,5
stx/stx/2017-09-18 19_00_00.npz,4
stx/stx/2017-04-16 15_30_00.npz,4
stx/stx/2017-12-06 08_00_00.npz,1
stx/stx/2017-08-01 11_30_00.npz,4
stx/stx/2017-08-14 09_00_00.npz,1
stx/stx/2017-08-11 06_30_00.npz,1
stx/stx/2017-07-10 13_00_00.npz,3
stx/stx/2017-01-19 15_00_00.npz,7
stx/stx/2017-05-28 15_00_00.npz,10
stx/stx/2017-09-26 17_00_00.npz,2
stx/stx/2017-04-02 16_30_00.npz,7
stx/stx/2017-06-06 20_30_00.npz,11
stx/stx/2017-06-12 22_30_00.npz,9
stx/stx/2017-02-17 19_00_00.npz,2
stx/stx/2017-06-05 23_00_00.npz,15
stx/stx/2017-01-18 18_00_00.npz,2
stx/stx/2017-10-07 09_00_00.npz,3
stx/stx/2017-09-03 00_00_00.npz,4
stx/stx/2017-05-28 14_30_00.npz,5
stx/stx/2017-04-21 12_30_00.npz,4
stx/stx/2017-06-04 17_00_00.npz,2
stx/stx/2017-08-15 22_00_00.npz,5
stx/stx/2017-05-03 21_30_00.npz,4
stx/stx/2017-01-14 00_00_00.npz,18
stx/stx/2017-05-20 21_00_00.npz,7
stx/stx/2017-05-03 10_30_00.npz,1
stx/stx/2017-06-04 23_00_00.npz,3
stx/stx/2017-04-21 22_30_00.npz,10
stx/stx/2017-03-24 17_30_00.npz,2
stx/stx/2017-07-18 18_30_00.npz,1
stx/stx/2017-08-11 02_30_00.npz,3
stx/stx/2017-01-02 10_00_00.npz,1
stx/stx/2017-06-03 01_30_00.npz,2
stx/stx/2017-04-13 17_30_00.npz,2
stx/stx/2017-07-16 12_00_00.npz,7
stx/stx/2017-08-05 03_00_00.npz,1
stx/stx/2017-06-09 18_00_00.npz,1
stx/stx/2017-01-02 14_00_00.npz,6
stx/stx/2017-04-22 05_30_00.npz,1
stx/stx/2017-12-23 01_30_00.npz,6
stx/stx/2017-09-20 21_30_00.npz,6
stx/stx/2017-08-22 20_30_00.npz,1
stx/stx/2017-05-22 13_30_00.npz,17
stx/stx/2017-03-11 04_00_00.npz,7
stx/stx/2017-06-22 16_00_00.npz,19
stx/stx/2017-07-17 19_30_00.npz,8
stx/stx/2017-07-16 02_00_00.npz,1
stx/stx/2017-07-24 12_00_00.npz,3
stx/stx/2017-04-13 23_00_00.npz,8
stx/stx/2017-03-07 16_00_00.npz,7
stx/stx/2017-01-17 07_00_00.npz,2
stx/stx/2017-08-31 02_00_00.npz,4
stx/stx/2017-11-08 13_00_00.npz,19
stx/stx/2017-07-14 22_00_00.npz,13
stx/stx/2017-04-26 02_30_00.npz,2
stx/stx/2017-09-02 22_00_00.npz,6
stx/stx/2017-03-30 03_00_00.npz,3
stx/stx/2017-08-17 04_00_00.npz,1
stx/stx/2017-05-17 07_00_00.npz,1
stx/stx/2017-04-02 18_00_00.npz,10
stx/stx/2017-07-24 14_00_00.npz,8
stx/stx/2017-04-13 12_30_00.npz,2
stx/stx/2017-07-24 11_00_00.npz,2
stx/stx/2017-04-17 13_00_00.npz,9
stx/stx/2017-08-29 16_30_00.npz,6
stx/stx/2017-08-30 17_00_00.npz,2
stx/stx/2017-05-23 03_00_00.npz,5
stx/stx/2017-09-05 18_00_00.npz,10
stx/stx/2017-05-28 15_30_00.npz,17
stx/stx/2017-01-16 17_30_00.npz,6
stx/stx/2017-08-29 23_00_00.npz,14
stx/stx/2017-05-23 16_30_00.npz,1
stx/stx/2017-06-26 19_30_00.npz,2
stx/stx/2017-08-13 07_00_00.npz,1
stx/stx/2017-10-22 16_30_00.npz,4
stx/stx/2017-06-03 12_30_00.npz,2
stx/stx/2017-05-18 20_30_00.npz,4
stx/stx/2017-03-24 18_30_00.npz,2
stx/stx/2017-07-10 01_30_00.npz,8
stx/stx/2017-11-08 18_00_00.npz,9
stx/stx/2017-09-21 20_30_00.npz,3
stx/stx/2017-03-12 00_30_00.npz,15
stx/stx/2017-11-12 15_00_00.npz,1
stx/stx/2017-05-17 09_30_00.npz,2
stx/stx/2017-06-19 19_30_00.npz,4
stx/stx/2017-08-19 22_00_00.npz,4
stx/stx/2017-10-10 06_30_00.npz,1
stx/stx/2017-03-13 07_00_00.npz,1
stx/stx/2017-12-04 03_30_00.npz,1
stx/stx/2017-10-31 23_30_00.npz,1
stx/stx/2017-12-06 09_00_00.npz,1
stx/stx/2017-10-31 21_30_00.npz,2
stx/stx/2017-05-31 11_30_00.npz,4
stx/stx/2017-08-08 18_00_00.npz,9
stx/stx/2017-08-30 19_00_00.npz,4
stx/stx/2017-05-19 18_00_00.npz,10
stx/stx/2017-08-07 01_30_00.npz,6
stx/stx/2017-03-09 21_30_00.npz,4
stx/stx/2017-11-08 14_00_00.npz,1
stx/stx/2017-04-30 02_00_00.npz,6
stx/stx/2017-03-25 14_00_00.npz,13
stx/stx/2017-03-12 00_00_00.npz,20
stx/stx/2017-01-16 10_00_00.npz,1
stx/stx/2017-08-13 18_30_00.npz,1
stx/stx/2017-03-29 20_00_00.npz,7
stx/stx/2017-10-27 17_00_00.npz,9
stx/stx/2017-03-27 03_30_00.npz,4
stx/stx/2017-06-01 06_00_00.npz,1
stx/stx/2017-04-21 03_00_00.npz,3
stx/stx/2017-07-14 16_00_00.npz,6
stx/stx/2017-03-10 12_00_00.npz,3
stx/stx/2017-06-08 16_30_00.npz,3
stx/stx/2017-06-03 10_30_00.npz,3
stx/stx/2017-07-15 19_30_00.npz,2
stx/stx/2017-10-03 20_00_00.npz,5
stx/stx/2017-01-17 03_00_00.npz,3
stx/stx/2017-05-09 23_00_00.npz,5
stx/stx/2017-07-02 12_00_00.npz,6
stx/stx/2017-12-20 09_00_00.npz,1
stx/stx/2017-03-29 21_30_00.npz,7
stx/stx/2017-06-25 10_00_00.npz,10
stx/stx/2017-08-16 09_00_00.npz,1
stx/stx/2017-01-16 08_00_00.npz,2
stx/stx/2017-04-13 19_30_00.npz,2
stx/stx/2017-05-21 01_30_00.npz,7
stx/stx/2017-06-04 00_30_00.npz,1
stx/stx/2017-07-19 08_00_00.npz,1
stx/stx/2017-12-06 05_00_00.npz,2
stx/stx/2017-09-29 17_00_00.npz,7
stx/stx/2017-04-02 01_30_00.npz,8
stx/stx/2017-12-03 20_30_00.npz,2
stx/stx/2017-08-31 06_00_00.npz,2
stx/stx/2017-08-11 11_00_00.npz,1
stx/stx/2017-08-31 03_00_00.npz,3
stx/stx/2017-05-21 02_00_00.npz,4
stx/stx/2017-07-03 15_30_00.npz,10
stx/stx/2017-06-13 02_00_00.npz,1
stx/stx/2017-07-05 00_00_00.npz,4
stx/stx/2017-08-17 15_00_00.npz,1
stx/stx/2017-06-27 04_00_00.npz,1
stx/stx/2017-05-09 20_30_00.npz,3
stx/stx/2017-07-07 00_30_00.npz,3
stx/stx/2017-07-03 06_00_00.npz,1
stx/stx/2017-04-11 14_30_00.npz,6
stx/stx/2017-04-21 18_30_00.npz,2
stx/stx/2017-10-10 01_00_00.npz,13
stx/stx/2017-08-07 10_30_00.npz,2
stx/stx/2017-07-23 00_00_00.npz,2
stx/stx/2017-07-12 00_30_00.npz,2
stx/stx/2017-04-21 10_30_00.npz,1
stx/stx/2017-04-17 20_00_00.npz,6
stx/stx/2017-07-08 13_30_00.npz,16
stx/stx/2017-01-18 02_00_00.npz,19
stx/stx/2017-06-19 09_30_00.npz,2
stx/stx/2017-01-14 18_00_00.npz,4
stx/stx/2017-08-15 20_30_00.npz,5
stx/stx/2017-05-20 12_00_00.npz,7
stx/stx/2017-04-18 20_30_00.npz,1
stx/stx/2017-09-27 07_00_00.npz,1
stx/stx/2017-07-08 17_30_00.npz,9
stx/stx/2017-05-20 18_00_00.npz,10
stx/stx/2017-04-10 21_00_00.npz,19
stx/stx/2017-12-06 03_00_00.npz,7
stx/stx/2017-06-05 14_00_00.npz,1
stx/stx/2017-08-16 17_00_00.npz,6
stx/stx/2017-03-27 03_00_00.npz,6
stx/stx/2017-07-30 02_00_00.npz,8
stx/stx/2017-08-11 22_30_00.npz,11
stx/stx/2017-07-01 01_30_00.npz,3
stx/stx/2017-05-20 03_30_00.npz,1
stx/stx/2017-08-04 22_00_00.npz,7
stx/stx/2017-10-10 18_30_00.npz,6
stx/stx/2017-09-05 16_00_00.npz,17
stx/stx/2017-07-04 12_00_00.npz,4
stx/stx/2017-01-17 04_00_00.npz,5
stx/stx/2017-07-18 16_00_00.npz,1
stx/stx/2017-08-20 09_00_00.npz,3
stx/stx/2017-07-03 10_30_00.npz,2
stx/stx/2017-06-25 11_30_00.npz,4
stx/stx/2017-04-11 14_00_00.npz,16
stx/stx/2017-03-28 13_00_00.npz,5
stx/stx/2017-03-05 15_00_00.npz,3
stx/stx/2017-12-05 17_30_00.npz,5
stx/stx/2017-07-09 10_30_00.npz,1
stx/stx/2017-04-29 14_30_00.npz,2
stx/stx/2017-08-02 09_00_00.npz,6
stx/stx/2017-09-21 22_00_00.npz,3
stx/stx/2017-10-10 01_30_00.npz,12
stx/stx/2017-06-22 12_30_00.npz,9
stx/stx/2017-01-06 19_00_00.npz,10
stx/stx/2017-07-18 12_00_00.npz,2
stx/stx/2017-07-06 02_30_00.npz,5
stx/stx/2017-09-17 19_00_00.npz,3
stx/stx/2017-05-09 20_00_00.npz,7
stx/stx/2017-03-27 00_30_00.npz,2
stx/stx/2017-09-29 16_30_00.npz,1
stx/stx/2017-09-18 14_00_00.npz,3
stx/stx/2017-07-16 15_00_00.npz,1
stx/stx/2017-08-04 23_30_00.npz,12
stx/stx/2017-02-27 10_30_00.npz,3
stx/stx/2017-01-13 17_30_00.npz,2
stx/stx/2017-07-08 10_00_00.npz,1
stx/stx/2017-04-29 14_00_00.npz,8
stx/stx/2017-05-21 23_00_00.npz,4
stx/stx/2017-06-26 06_00_00.npz,1
stx/stx/2017-12-22 18_00_00.npz,7
stx/stx/2017-07-02 13_30_00.npz,12
stx/stx/2017-04-30 11_30_00.npz,1
stx/stx/2017-05-28 12_00_00.npz,16
stx/stx/2017-05-11 23_30_00.npz,5
stx/stx/2017-08-12 11_30_00.npz,2
stx/stx/2017-07-18 17_00_00.npz,3
stx/stx/2017-05-21 16_30_00.npz,1
stx/stx/2017-02-14 13_00_00.npz,20
stx/stx/2017-01-13 23_30_00.npz,1
stx/stx/2017-04-01 22_30_00.npz,3
stx/stx/2017-02-27 04_00_00.npz,3
stx/stx/2017-05-19 00_30_00.npz,2
stx/stx/2017-07-10 05_00_00.npz,2
stx/stx/2017-05-19 13_00_00.npz,14
stx/stx/2017-07-14 03_00_00.npz,1
stx/stx/2017-03-29 01_00_00.npz,8
stx/stx/2017-07-10 15_30_00.npz,3
stx/stx/2017-10-31 22_30_00.npz,3
stx/stx/2017-08-09 00_30_00.npz,4
stx/stx/2017-10-27 18_30_00.npz,6
stx/stx/2017-09-28 03_30_00.npz,1
stx/stx/2017-07-18 15_30_00.npz,6
stx/stx/2017-04-11 20_00_00.npz,6
stx/stx/2017-01-14 20_30_00.npz,18
stx/stx/2017-06-05 22_30_00.npz,12
stx/stx/2017-08-29 22_00_00.npz,20
stx/stx/2017-06-22 10_00_00.npz,11
stx/stx/2017-01-15 00_00_00.npz,10
stx/stx/2017-08-30 08_00_00.npz,1
stx/stx/2017-08-30 00_30_00.npz,4
stx/stx/2017-05-22 11_00_00.npz,1
stx/stx/2017-12-17 02_00_00.npz,1
stx/stx/2017-05-17 11_30_00.npz,3
stx/stx/2017-07-09 02_30_00.npz,1
stx/stx/2017-06-29 17_30_00.npz,6
stx/stx/2017-06-02 15_30_00.npz,2
stx/stx/2017-03-10 20_30_00.npz,17
stx/stx/2017-06-19 00_00_00.npz,4
stx/stx/2017-11-08 20_30_00.npz,12
stx/stx/2017-07-16 17_30_00.npz,1
stx/stx/2017-04-11 11_30_00.npz,2
stx/stx/2017-06-24 19_00_00.npz,15
stx/stx/2017-08-01 12_30_00.npz,2
stx/stx/2017-09-27 09_30_00.npz,2
stx/stx/2017-09-18 20_00_00.npz,5
stx/stx/2017-04-21 11_30_00.npz,5
stx/stx/2017-08-01 16_30_00.npz,2
stx/stx/2017-08-15 14_00_00.npz,6
stx/stx/2017-04-02 13_30_00.npz,9
stx/stx/2017-12-19 19_00_00.npz,6
stx/stx/2017-07-28 23_00_00.npz,5
stx/stx/2017-08-29 19_30_00.npz,17
stx/stx/2017-08-01 23_30_00.npz,20
stx/stx/2017-09-28 13_30_00.npz,2
stx/stx/2017-03-12 07_00_00.npz,1
stx/stx/2017-07-14 17_30_00.npz,5
stx/stx/2017-06-19 22_00_00.npz,5
stx/stx/2017-08-22 22_00_00.npz,13
stx/stx/2017-08-14 23_30_00.npz,1
stx/stx/2017-05-31 12_00_00.npz,5
stx/stx/2017-12-04 20_30_00.npz,4
stx/stx/2017-07-12 21_30_00.npz,1
stx/stx/2017-10-04 09_00_00.npz,1
stx/stx/2017-12-17 05_30_00.npz,1
stx/stx/2017-04-01 21_30_00.npz,10
stx/stx/2017-07-09 03_00_00.npz,1
stx/stx/2017-06-22 09_00_00.npz,2
stx/stx/2017-08-12 23_00_00.npz,20
stx/stx/2017-04-02 18_30_00.npz,6
stx/stx/2017-07-18 17_30_00.npz,1
stx/stx/2017-03-09 23_00_00.npz,10
stx/stx/2017-04-03 00_30_00.npz,11
stx/stx/2017-07-27 23_30_00.npz,6
stx/stx/2017-07-02 11_30_00.npz,2
stx/stx/2017-06-02 19_00_00.npz,1
stx/stx/2017-12-03 19_00_00.npz,3
stx/stx/2017-05-21 17_00_00.npz,3
stx/stx/2017-09-26 18_00_00.npz,2
stx/stx/2017-09-17 19_30_00.npz,5
stx/stx/2017-08-12 12_00_00.npz,9
stx/stx/2017-10-15 13_00_00.npz,10
stx/stx/2017-03-10 11_00_00.npz,4
stx/stx/2017-05-03 17_30_00.npz,9
stx/stx/2017-06-24 12_30_00.npz,8
stx/stx/2017-04-18 02_00_00.npz,6
stx/stx/2017-08-31 09_00_00.npz,3
stx/stx/2017-06-23 23_00_00.npz,2
stx/stx/2017-04-26 12_00_00.npz,7
stx/stx/2017-06-25 10_30_00.npz,6
stx/stx/2017-07-09 08_30_00.npz,1
stx/stx/2017-05-09 22_00_00.npz,9
