stx_ident,count
stx/stx/2017-09-06 00_30_00.npz,2
stx/stx/2017-06-25 08_30_00.npz,1
stx/stx/2017-04-29 10_30_00.npz,5
stx/stx/2017-02-14 14_30_00.npz,20
stx/stx/2017-07-08 21_30_00.npz,9
stx/stx/2017-09-26 23_00_00.npz,5
stx/stx/2017-09-17 22_30_00.npz,5
stx/stx/2017-09-26 09_00_00.npz,3
stx/stx/2017-07-05 01_00_00.npz,11
stx/stx/2017-08-15 23_30_00.npz,3
stx/stx/2017-03-29 02_00_00.npz,1
stx/stx/2017-10-22 15_00_00.npz,8
stx/stx/2017-05-03 23_00_00.npz,19
stx/stx/2017-05-16 23_00_00.npz,9
stx/stx/2017-05-21 04_30_00.npz,3
stx/stx/2017-08-23 11_00_00.npz,1
stx/stx/2017-07-03 01_00_00.npz,3
stx/stx/2017-07-24 02_30_00.npz,9
stx/stx/2017-08-20 23_30_00.npz,3
stx/stx/2017-03-07 11_30_00.npz,7
stx/stx/2017-01-14 14_30_00.npz,19
stx/stx/2017-08-02 17_00_00.npz,5
stx/stx/2017-07-02 11_00_00.npz,1
stx/stx/2017-06-01 22_00_00.npz,5
stx/stx/2017-07-10 19_00_00.npz,2
stx/stx/2017-05-11 10_00_00.npz,1
stx/stx/2017-04-21 17_30_00.npz,9
stx/stx/2017-06-25 05_00_00.npz,1
stx/stx/2017-07-28 15_00_00.npz,3
stx/stx/2017-05-30 22_30_00.npz,2
stx/stx/2017-04-11 12_30_00.npz,5
stx/stx/2017-03-07 06_30_00.npz,1
stx/stx/2017-04-17 23_00_00.npz,4
stx/stx/2017-09-24 16_00_00.npz,1
stx/stx/2017-07-01 22_30_00.npz,5
stx/stx/2017-06-01 05_00_00.npz,2
stx/stx/2017-06-19 08_00_00.npz,2
stx/stx/2017-08-11 13_00_00.npz,8
stx/stx/2017-01-18 14_00_00.npz,11
stx/stx/2017-01-14 10_30_00.npz,4
stx/stx/2017-06-22 08_00_00.npz,1
stx/stx/2017-04-16 21_00_00.npz,7
stx/stx/2017-08-02 13_00_00.npz,2
stx/stx/2017-07-01 03_30_00.npz,11
stx/stx/2017-05-28 16_00_00.npz,9
stx/stx/2017-09-18 09_30_00.npz,1
stx/stx/2017-05-11 02_30_00.npz,3
stx/stx/2017-12-19 14_00_00.npz,3
stx/stx/2017-08-20 19_00_00.npz,3
stx/stx/2017-07-01 07_00_00.npz,2
stx/stx/2017-06-18 21_30_00.npz,4
stx/stx/2017-10-10 02_30_00.npz,3
stx/stx/2017-05-09 16_00_00.npz,4
stx/stx/2017-07-04 18_00_00.npz,5
stx/stx/2017-05-03 19_00_00.npz,11
stx/stx/2017-06-01 10_00_00.npz,8
stx/stx/2017-05-28 00_00_00.npz,4
stx/stx/2017-05-19 02_30_00.npz,5
stx/stx/2017-06-12 20_00_00.npz,8
stx/stx/2017-08-30 11_00_00.npz,1
stx/stx/2017-09-21 21_30_00.npz,4
stx/stx/2017-08-12 18_00_00.npz,3
stx/stx/2017-07-29 18_30_00.npz,3
stx/stx/2017-09-16 16_30_00.npz,1
stx/stx/2017-03-07 18_30_00.npz,9
stx/stx/2017-10-04 12_00_00.npz,1
stx/stx/2017-07-24 05_00_00.npz,1
stx/stx/2017-05-20 10_00_00.npz,1
stx/stx/2017-08-06 21_00_00.npz,8
stx/stx/2017-10-20 01_30_00.npz,4
stx/stx/2017-06-04 15_30_00.npz,1
stx/stx/2017-10-04 18_00_00.npz,1
stx/stx/2017-04-17 14_00_00.npz,8
stx/stx/2017-07-29 09_00_00.npz,4
stx/stx/2017-03-11 20_30_00.npz,11
stx/stx/2017-01-17 18_00_00.npz,2
stx/stx/2017-08-18 17_30_00.npz,14
stx/stx/2017-03-05 14_30_00.npz,14
stx/stx/2017-06-30 22_00_00.npz,10
stx/stx/2017-12-04 23_30_00.npz,4
stx/stx/2017-07-04 03_00_00.npz,3
stx/stx/2017-06-02 17_30_00.npz,3
stx/stx/2017-07-13 00_30_00.npz,1
stx/stx/2017-08-09 05_00_00.npz,3
stx/stx/2017-11-08 13_30_00.npz,9
stx/stx/2017-06-22 20_30_00.npz,1
stx/stx/2017-09-17 20_30_00.npz,6
stx/stx/2017-08-13 17_00_00.npz,4
stx/stx/2017-04-17 10_30_00.npz,4
stx/stx/2017-08-03 10_30_00.npz,2
stx/stx/2017-06-02 22_30_00.npz,1
stx/stx/2017-06-26 04_30_00.npz,1
stx/stx/2017-03-07 17_00_00.npz,16
stx/stx/2017-06-23 09_00_00.npz,1
stx/stx/2017-10-10 06_00_00.npz,2
stx/stx/2017-01-16 06_00_00.npz,10
stx/stx/2017-08-03 10_00_00.npz,3
stx/stx/2017-05-19 23_30_00.npz,3
stx/stx/2017-09-28 12_00_00.npz,1
stx/stx/2017-07-11 21_00_00.npz,6
stx/stx/2017-06-30 13_00_00.npz,5
stx/stx/2017-09-06 09_00_00.npz,2
stx/stx/2017-06-14 01_30_00.npz,4
stx/stx/2017-11-01 02_00_00.npz,5
stx/stx/2017-10-03 23_30_00.npz,1
stx/stx/2017-08-05 01_00_00.npz,5
stx/stx/2017-09-21 00_00_00.npz,1
stx/stx/2017-09-02 20_00_00.npz,7
stx/stx/2017-04-18 21_30_00.npz,3
stx/stx/2017-05-31 17_00_00.npz,1
stx/stx/2017-08-22 13_30_00.npz,11
stx/stx/2017-05-29 06_00_00.npz,2
stx/stx/2017-06-01 02_30_00.npz,2
stx/stx/2017-10-31 20_00_00.npz,20
stx/stx/2017-07-02 21_30_00.npz,4
stx/stx/2017-08-01 20_00_00.npz,18
stx/stx/2017-05-20 02_30_00.npz,3
stx/stx/2017-06-09 10_00_00.npz,5
stx/stx/2017-03-08 00_00_00.npz,20
stx/stx/2017-05-11 03_00_00.npz,1
stx/stx/2017-02-14 01_00_00.npz,4
stx/stx/2017-08-13 15_00_00.npz,1
stx/stx/2017-02-21 02_30_00.npz,2
stx/stx/2017-01-01 10_00_00.npz,6
stx/stx/2017-10-20 20_30_00.npz,2
stx/stx/2017-12-04 00_00_00.npz,7
stx/stx/2017-01-13 17_00_00.npz,18
stx/stx/2017-09-25 22_30_00.npz,4
stx/stx/2017-05-11 19_30_00.npz,3
stx/stx/2017-03-10 23_00_00.npz,7
stx/stx/2017-05-21 20_00_00.npz,6
stx/stx/2017-09-26 01_00_00.npz,20
stx/stx/2017-03-05 16_00_00.npz,4
stx/stx/2017-07-23 17_00_00.npz,10
stx/stx/2017-08-13 11_00_00.npz,1
stx/stx/2017-05-28 22_00_00.npz,16
stx/stx/2017-10-03 13_30_00.npz,3
stx/stx/2017-03-10 01_30_00.npz,1
stx/stx/2017-07-03 03_00_00.npz,1
stx/stx/2017-04-30 05_30_00.npz,2
stx/stx/2017-01-18 18_30_00.npz,11
stx/stx/2017-06-22 20_00_00.npz,6
stx/stx/2017-01-15 21_00_00.npz,5
stx/stx/2017-01-14 21_30_00.npz,14
stx/stx/2017-07-13 21_00_00.npz,3
stx/stx/2017-09-29 02_00_00.npz,4
stx/stx/2017-05-31 21_00_00.npz,14
stx/stx/2017-01-17 20_30_00.npz,11
stx/stx/2017-09-19 00_30_00.npz,3
stx/stx/2017-04-10 23_00_00.npz,7
stx/stx/2017-09-20 02_30_00.npz,2
stx/stx/2017-04-01 21_00_00.npz,8
stx/stx/2017-08-02 00_00_00.npz,9
stx/stx/2017-05-17 03_00_00.npz,2
stx/stx/2017-10-02 22_30_00.npz,1
stx/stx/2017-06-10 02_00_00.npz,3
stx/stx/2017-05-11 20_30_00.npz,4
stx/stx/2017-07-16 23_30_00.npz,12
stx/stx/2017-01-21 22_00_00.npz,2
stx/stx/2017-06-11 18_00_00.npz,2
stx/stx/2017-07-22 14_30_00.npz,2
stx/stx/2017-10-22 14_00_00.npz,16
stx/stx/2017-07-30 02_30_00.npz,4
stx/stx/2017-08-09 04_30_00.npz,2
stx/stx/2017-04-01 22_00_00.npz,3
stx/stx/2017-06-01 18_30_00.npz,6
stx/stx/2017-02-14 13_30_00.npz,4
stx/stx/2017-09-18 02_00_00.npz,5
stx/stx/2017-03-10 02_00_00.npz,6
stx/stx/2017-10-20 19_00_00.npz,3
stx/stx/2017-01-16 08_30_00.npz,1
stx/stx/2017-07-24 07_00_00.npz,8
stx/stx/2017-08-04 20_00_00.npz,13
stx/stx/2017-11-01 12_00_00.npz,6
stx/stx/2017-07-06 12_30_00.npz,1
stx/stx/2017-08-11 00_00_00.npz,3
stx/stx/2017-12-18 23_00_00.npz,1
stx/stx/2017-08-12 04_00_00.npz,3
stx/stx/2017-07-15 21_00_00.npz,3
stx/stx/2017-07-05 02_30_00.npz,2
stx/stx/2017-03-07 18_00_00.npz,1
stx/stx/2017-01-22 02_00_00.npz,1
stx/stx/2017-05-19 01_00_00.npz,4
stx/stx/2017-05-04 00_00_00.npz,12
stx/stx/2017-04-21 11_00_00.npz,1
stx/stx/2017-07-24 08_00_00.npz,4
stx/stx/2017-06-03 07_30_00.npz,1
stx/stx/2017-02-17 23_30_00.npz,1
stx/stx/2017-05-19 18_30_00.npz,6
stx/stx/2017-09-17 20_00_00.npz,6
stx/stx/2017-07-30 09_30_00.npz,3
stx/stx/2017-07-24 03_30_00.npz,2
stx/stx/2017-06-26 01_00_00.npz,7
stx/stx/2017-09-26 20_30_00.npz,1
stx/stx/2017-04-22 03_00_00.npz,6
stx/stx/2017-02-27 18_30_00.npz,2
stx/stx/2017-08-11 01_00_00.npz,3
stx/stx/2017-04-19 22_00_00.npz,4
stx/stx/2017-06-04 12_30_00.npz,1
stx/stx/2017-04-30 00_30_00.npz,5
stx/stx/2017-08-12 04_30_00.npz,2
stx/stx/2017-09-26 17_30_00.npz,1
stx/stx/2017-08-13 08_30_00.npz,1
stx/stx/2017-07-15 16_00_00.npz,7
stx/stx/2017-04-14 01_30_00.npz,2
stx/stx/2017-11-16 15_00_00.npz,4
stx/stx/2017-07-17 17_30_00.npz,3
stx/stx/2017-07-04 04_30_00.npz,1
stx/stx/2017-07-09 13_30_00.npz,3
stx/stx/2017-01-18 19_00_00.npz,9
stx/stx/2017-07-29 01_30_00.npz,9
stx/stx/2017-01-18 20_30_00.npz,9
stx/stx/2017-09-28 17_30_00.npz,3
stx/stx/2017-01-14 04_30_00.npz,2
stx/stx/2017-05-10 18_30_00.npz,5
stx/stx/2017-08-07 00_00_00.npz,20
stx/stx/2017-08-06 14_30_00.npz,1
stx/stx/2017-09-29 04_30_00.npz,1
stx/stx/2017-09-26 10_30_00.npz,1
stx/stx/2017-08-07 04_30_00.npz,1
stx/stx/2017-10-20 17_00_00.npz,5
stx/stx/2017-07-02 03_00_00.npz,1
stx/stx/2017-02-14 10_30_00.npz,2
stx/stx/2017-11-21 21_00_00.npz,9
stx/stx/2017-08-11 16_30_00.npz,2
stx/stx/2017-01-18 00_30_00.npz,20
stx/stx/2017-07-17 17_00_00.npz,4
stx/stx/2017-04-05 01_00_00.npz,11
stx/stx/2017-05-29 15_00_00.npz,4
stx/stx/2017-10-31 21_00_00.npz,3
stx/stx/2017-05-04 00_30_00.npz,11
stx/stx/2017-08-08 23_30_00.npz,9
stx/stx/2017-07-01 12_00_00.npz,6
stx/stx/2017-11-01 13_30_00.npz,4
stx/stx/2017-12-03 22_30_00.npz,4
stx/stx/2017-01-02 13_30_00.npz,13
stx/stx/2017-08-30 02_30_00.npz,5
stx/stx/2017-09-21 21_00_00.npz,1
stx/stx/2017-03-27 01_00_00.npz,6
stx/stx/2017-10-15 09_00_00.npz,4
stx/stx/2017-03-25 04_30_00.npz,3
stx/stx/2017-05-28 22_30_00.npz,5
stx/stx/2017-01-21 01_30_00.npz,1
stx/stx/2017-05-29 05_00_00.npz,2
stx/stx/2017-08-02 14_30_00.npz,2
stx/stx/2017-07-06 13_00_00.npz,4
stx/stx/2017-08-02 12_30_00.npz,4
stx/stx/2017-08-24 09_30_00.npz,1
stx/stx/2017-09-26 09_30_00.npz,5
stx/stx/2017-10-07 08_30_00.npz,1
stx/stx/2017-05-19 17_00_00.npz,12
stx/stx/2017-05-23 00_30_00.npz,1
stx/stx/2017-09-25 23_30_00.npz,12
stx/stx/2017-01-18 10_30_00.npz,6
stx/stx/2017-11-09 01_00_00.npz,10
stx/stx/2017-09-25 16_00_00.npz,14
stx/stx/2017-07-18 01_30_00.npz,7
stx/stx/2017-10-03 17_00_00.npz,3
stx/stx/2017-06-02 23_30_00.npz,2
stx/stx/2017-08-07 17_30_00.npz,1
stx/stx/2017-04-21 05_00_00.npz,1
stx/stx/2017-04-02 08_30_00.npz,1
stx/stx/2017-08-05 21_00_00.npz,7
stx/stx/2017-09-21 03_30_00.npz,1
stx/stx/2017-09-06 02_00_00.npz,6
stx/stx/2017-12-20 06_00_00.npz,3
stx/stx/2017-01-15 18_00_00.npz,3
stx/stx/2017-05-09 23_30_00.npz,8
stx/stx/2017-07-16 11_00_00.npz,2
stx/stx/2017-06-06 02_00_00.npz,4
stx/stx/2017-06-25 13_30_00.npz,5
stx/stx/2017-05-04 02_00_00.npz,7
stx/stx/2017-08-23 15_30_00.npz,1
stx/stx/2017-08-03 22_30_00.npz,1
stx/stx/2017-02-27 12_00_00.npz,1
stx/stx/2017-07-26 23_00_00.npz,3
stx/stx/2017-02-26 23_30_00.npz,5
stx/stx/2017-07-05 23_30_00.npz,3
stx/stx/2017-09-18 17_30_00.npz,11
stx/stx/2017-08-16 04_00_00.npz,3
stx/stx/2017-01-14 08_30_00.npz,1
stx/stx/2017-05-29 02_00_00.npz,6
stx/stx/2017-03-10 02_30_00.npz,1
stx/stx/2017-01-15 14_30_00.npz,7
stx/stx/2017-07-10 20_30_00.npz,5
stx/stx/2017-07-09 22_30_00.npz,2
stx/stx/2017-01-17 12_30_00.npz,6
stx/stx/2017-08-20 00_00_00.npz,1
stx/stx/2017-05-18 19_30_00.npz,10
stx/stx/2017-02-13 20_00_00.npz,4
stx/stx/2017-06-09 21_30_00.npz,5
stx/stx/2017-08-12 20_00_00.npz,12
stx/stx/2017-08-18 21_30_00.npz,7
stx/stx/2017-09-02 20_30_00.npz,2
stx/stx/2017-07-13 01_30_00.npz,2
stx/stx/2017-07-01 19_00_00.npz,1
stx/stx/2017-04-02 02_30_00.npz,1
stx/stx/2017-08-20 01_00_00.npz,8
stx/stx/2017-10-03 16_30_00.npz,2
stx/stx/2017-06-22 17_30_00.npz,9
stx/stx/2017-11-08 16_00_00.npz,10
stx/stx/2017-07-08 15_30_00.npz,9
stx/stx/2017-04-02 01_00_00.npz,5
stx/stx/2017-08-19 21_30_00.npz,8
stx/stx/2017-08-22 02_00_00.npz,3
stx/stx/2017-04-02 09_30_00.npz,3
stx/stx/2017-05-18 19_00_00.npz,2
stx/stx/2017-11-15 14_30_00.npz,5
stx/stx/2017-04-17 15_30_00.npz,6
stx/stx/2017-09-26 00_30_00.npz,1
stx/stx/2017-03-10 11_30_00.npz,2
stx/stx/2017-06-27 01_30_00.npz,7
stx/stx/2017-06-22 00_30_00.npz,3
stx/stx/2017-08-02 15_30_00.npz,3
stx/stx/2017-09-28 15_30_00.npz,2
stx/stx/2017-09-20 20_30_00.npz,4
stx/stx/2017-09-26 15_30_00.npz,5
stx/stx/2017-11-01 03_30_00.npz,1
stx/stx/2017-06-03 12_00_00.npz,2
stx/stx/2017-08-17 13_00_00.npz,4
stx/stx/2017-07-16 11_30_00.npz,4
stx/stx/2017-06-03 17_30_00.npz,1
stx/stx/2017-07-08 10_30_00.npz,2
stx/stx/2017-06-26 10_00_00.npz,3
stx/stx/2017-09-27 17_30_00.npz,2
stx/stx/2017-07-09 02_00_00.npz,9
stx/stx/2017-08-03 01_00_00.npz,1
stx/stx/2017-09-17 14_00_00.npz,1
stx/stx/2017-07-05 20_30_00.npz,6
stx/stx/2017-06-02 02_30_00.npz,1
stx/stx/2017-06-12 17_00_00.npz,6
stx/stx/2017-04-26 12_30_00.npz,5
stx/stx/2017-04-26 20_30_00.npz,15
stx/stx/2017-08-16 17_30_00.npz,11
stx/stx/2017-02-19 23_00_00.npz,4
stx/stx/2017-06-02 18_00_00.npz,2
stx/stx/2017-12-05 04_00_00.npz,2
stx/stx/2017-07-22 22_00_00.npz,6
stx/stx/2017-07-10 13_30_00.npz,6
stx/stx/2017-05-19 21_00_00.npz,8
stx/stx/2017-08-10 09_30_00.npz,2
stx/stx/2017-03-27 02_30_00.npz,6
stx/stx/2017-04-26 04_30_00.npz,1
stx/stx/2017-07-24 20_00_00.npz,1
stx/stx/2017-04-15 19_00_00.npz,1
stx/stx/2017-06-05 19_00_00.npz,8
stx/stx/2017-06-05 00_00_00.npz,1
stx/stx/2017-07-03 11_00_00.npz,1
stx/stx/2017-01-14 05_30_00.npz,3
stx/stx/2017-04-11 18_30_00.npz,1
stx/stx/2017-05-31 13_30_00.npz,11
stx/stx/2017-07-08 09_30_00.npz,1
stx/stx/2017-12-22 21_00_00.npz,20
stx/stx/2017-10-03 15_30_00.npz,7
stx/stx/2017-05-29 02_30_00.npz,4
stx/stx/2017-08-02 18_00_00.npz,3
stx/stx/2017-06-26 03_00_00.npz,4
stx/stx/2017-06-01 09_30_00.npz,3
stx/stx/2017-07-30 22_00_00.npz,17
stx/stx/2017-10-20 10_30_00.npz,1
stx/stx/2017-12-22 14_00_00.npz,12
stx/stx/2017-02-27 13_00_00.npz,4
stx/stx/2017-02-14 18_30_00.npz,8
stx/stx/2017-09-25 21_30_00.npz,14
stx/stx/2017-09-29 16_00_00.npz,9
stx/stx/2017-06-06 03_30_00.npz,1
stx/stx/2017-04-17 09_30_00.npz,3
stx/stx/2017-08-06 18_00_00.npz,6
stx/stx/2017-03-29 17_00_00.npz,4
stx/stx/2017-04-18 07_30_00.npz,1
stx/stx/2017-01-17 04_30_00.npz,3
stx/stx/2017-05-20 13_00_00.npz,3
stx/stx/2017-12-20 00_30_00.npz,11
stx/stx/2017-09-29 18_00_00.npz,20
stx/stx/2017-06-10 01_30_00.npz,7
stx/stx/2017-08-23 07_00_00.npz,1
stx/stx/2017-01-14 11_00_00.npz,3
stx/stx/2017-04-11 17_30_00.npz,14
stx/stx/2017-06-24 18_30_00.npz,3
stx/stx/2017-09-05 17_00_00.npz,5
stx/stx/2017-07-29 21_00_00.npz,4
stx/stx/2017-08-17 00_30_00.npz,2
stx/stx/2017-08-07 05_00_00.npz,4
stx/stx/2017-07-30 23_00_00.npz,8
stx/stx/2017-05-31 18_00_00.npz,5
stx/stx/2017-09-29 15_00_00.npz,6
stx/stx/2017-06-24 12_00_00.npz,1
stx/stx/2017-01-19 00_00_00.npz,3
stx/stx/2017-07-29 01_00_00.npz,8
stx/stx/2017-04-16 18_00_00.npz,5
stx/stx/2017-12-20 01_30_00.npz,4
stx/stx/2017-08-30 14_00_00.npz,7
stx/stx/2017-04-26 16_30_00.npz,6
stx/stx/2017-02-20 09_00_00.npz,3
stx/stx/2017-07-29 00_00_00.npz,5
stx/stx/2017-02-27 12_30_00.npz,2
stx/stx/2017-09-25 03_00_00.npz,1
stx/stx/2017-05-11 12_00_00.npz,4
stx/stx/2017-06-02 23_00_00.npz,5
stx/stx/2017-12-19 17_00_00.npz,7
stx/stx/2017-07-16 22_00_00.npz,10
stx/stx/2017-06-23 21_30_00.npz,8
stx/stx/2017-08-12 20_30_00.npz,5
stx/stx/2017-07-22 23_00_00.npz,6
stx/stx/2017-07-31 01_00_00.npz,7
stx/stx/2017-08-20 17_00_00.npz,7
stx/stx/2017-09-21 22_30_00.npz,3
stx/stx/2017-04-13 16_00_00.npz,5
stx/stx/2017-08-14 22_30_00.npz,1
stx/stx/2017-07-01 20_00_00.npz,2
stx/stx/2017-09-27 04_00_00.npz,3
stx/stx/2017-09-24 22_30_00.npz,3
stx/stx/2017-03-25 02_00_00.npz,1
stx/stx/2017-07-01 05_00_00.npz,1
stx/stx/2017-07-23 18_30_00.npz,3
stx/stx/2017-04-05 03_00_00.npz,9
stx/stx/2017-11-08 19_00_00.npz,18
stx/stx/2017-04-02 20_30_00.npz,8
stx/stx/2017-06-01 10_30_00.npz,2
stx/stx/2017-07-16 17_00_00.npz,6
stx/stx/2017-08-20 00_30_00.npz,4
stx/stx/2017-04-21 20_30_00.npz,7
stx/stx/2017-08-02 13_30_00.npz,7
stx/stx/2017-04-19 21_30_00.npz,10
stx/stx/2017-06-07 08_00_00.npz,2
stx/stx/2017-07-22 15_00_00.npz,5
stx/stx/2017-05-22 18_30_00.npz,3
stx/stx/2017-08-07 17_00_00.npz,1
stx/stx/2017-10-22 01_30_00.npz,1
stx/stx/2017-08-11 12_00_00.npz,2
stx/stx/2017-05-20 19_30_00.npz,14
stx/stx/2017-06-12 17_30_00.npz,2
stx/stx/2017-07-12 19_00_00.npz,3
stx/stx/2017-01-15 15_30_00.npz,2
stx/stx/2017-08-23 02_30_00.npz,6
stx/stx/2017-08-10 10_30_00.npz,1
stx/stx/2017-08-09 01_30_00.npz,15
stx/stx/2017-01-22 04_00_00.npz,2
stx/stx/2017-09-29 18_30_00.npz,6
stx/stx/2017-06-07 06_30_00.npz,1
stx/stx/2017-08-18 19_30_00.npz,3
stx/stx/2017-06-24 21_00_00.npz,5
stx/stx/2017-07-09 23_00_00.npz,2
stx/stx/2017-07-12 01_00_00.npz,2
stx/stx/2017-05-20 14_00_00.npz,1
stx/stx/2017-04-26 17_30_00.npz,10
stx/stx/2017-10-05 00_30_00.npz,3
stx/stx/2017-08-13 18_00_00.npz,2
stx/stx/2017-08-21 01_00_00.npz,1
stx/stx/2017-06-04 14_00_00.npz,3
stx/stx/2017-03-11 15_00_00.npz,3
stx/stx/2017-05-20 20_30_00.npz,12
stx/stx/2017-01-15 14_00_00.npz,6
stx/stx/2017-05-22 02_30_00.npz,1
stx/stx/2017-08-12 22_30_00.npz,3
stx/stx/2017-10-20 16_00_00.npz,4
stx/stx/2017-05-31 17_30_00.npz,9
stx/stx/2017-04-02 02_00_00.npz,3
stx/stx/2017-08-17 02_30_00.npz,3
stx/stx/2017-07-29 04_00_00.npz,2
stx/stx/2017-07-15 03_00_00.npz,2
stx/stx/2017-05-10 22_00_00.npz,10
stx/stx/2017-07-22 22_30_00.npz,8
stx/stx/2017-04-15 04_00_00.npz,2
stx/stx/2017-09-29 08_30_00.npz,1
stx/stx/2017-08-06 12_30_00.npz,5
stx/stx/2017-10-22 15_30_00.npz,20
stx/stx/2017-05-04 01_30_00.npz,13
stx/stx/2017-10-20 18_30_00.npz,3
stx/stx/2017-04-21 03_30_00.npz,1
stx/stx/2017-07-01 09_00_00.npz,4
stx/stx/2017-03-07 19_30_00.npz,11
stx/stx/2017-05-19 12_30_00.npz,4
stx/stx/2017-07-30 12_00_00.npz,4
stx/stx/2017-04-13 21_30_00.npz,6
stx/stx/2017-04-16 22_00_00.npz,7
stx/stx/2017-08-11 02_00_00.npz,3
stx/stx/2017-06-22 03_00_00.npz,13
stx/stx/2017-05-21 16_00_00.npz,2
stx/stx/2017-09-27 01_30_00.npz,1
stx/stx/2017-09-28 23_00_00.npz,10
stx/stx/2017-04-10 23_30_00.npz,7
stx/stx/2017-10-22 13_00_00.npz,6
stx/stx/2017-05-31 19_00_00.npz,15
stx/stx/2017-11-29 06_00_00.npz,2
stx/stx/2017-04-17 15_00_00.npz,3
stx/stx/2017-07-04 03_30_00.npz,2
stx/stx/2017-04-18 00_30_00.npz,4
stx/stx/2017-07-12 02_00_00.npz,1
stx/stx/2017-08-23 16_00_00.npz,2
stx/stx/2017-07-15 20_30_00.npz,4
stx/stx/2017-04-13 21_00_00.npz,8
stx/stx/2017-07-31 13_00_00.npz,2
stx/stx/2017-05-28 21_30_00.npz,17
stx/stx/2017-09-28 18_00_00.npz,1
stx/stx/2017-04-21 04_00_00.npz,2
stx/stx/2017-07-03 17_30_00.npz,5
stx/stx/2017-04-16 18_30_00.npz,2
stx/stx/2017-03-05 11_00_00.npz,5
stx/stx/2017-12-05 02_30_00.npz,6
stx/stx/2017-07-29 10_30_00.npz,1
stx/stx/2017-12-06 07_30_00.npz,1
stx/stx/2017-05-21 00_00_00.npz,7
stx/stx/2017-07-30 21_30_00.npz,14
stx/stx/2017-04-26 19_00_00.npz,9
stx/stx/2017-03-09 21_00_00.npz,5
stx/stx/2017-07-31 00_30_00.npz,1
stx/stx/2017-08-15 16_00_00.npz,2
stx/stx/2017-09-02 23_00_00.npz,3
stx/stx/2017-07-15 17_00_00.npz,6
stx/stx/2017-08-14 19_00_00.npz,1
stx/stx/2017-06-21 23_00_00.npz,13
stx/stx/2017-04-11 00_30_00.npz,12
stx/stx/2017-05-19 20_30_00.npz,4
stx/stx/2017-09-24 20_30_00.npz,4
stx/stx/2017-08-22 20_00_00.npz,2
stx/stx/2017-07-03 12_30_00.npz,5
stx/stx/2017-08-18 20_30_00.npz,12
stx/stx/2017-03-28 13_30_00.npz,14
stx/stx/2017-06-01 22_30_00.npz,4
stx/stx/2017-10-15 11_30_00.npz,7
stx/stx/2017-08-23 07_30_00.npz,1
stx/stx/2017-05-31 15_00_00.npz,6
stx/stx/2017-02-20 14_00_00.npz,4
stx/stx/2017-07-30 14_00_00.npz,5
stx/stx/2017-09-29 19_30_00.npz,15
stx/stx/2017-09-26 00_00_00.npz,13
stx/stx/2017-07-09 18_30_00.npz,9
stx/stx/2017-03-25 15_30_00.npz,10
stx/stx/2017-11-16 19_00_00.npz,4
stx/stx/2017-07-08 11_30_00.npz,5
stx/stx/2017-10-15 09_30_00.npz,4
stx/stx/2017-09-28 04_00_00.npz,2
stx/stx/2017-08-05 20_30_00.npz,9
stx/stx/2017-10-03 18_00_00.npz,2
stx/stx/2017-02-20 04_30_00.npz,2
stx/stx/2017-10-31 22_00_00.npz,9
stx/stx/2017-06-23 04_00_00.npz,3
stx/stx/2017-01-21 01_00_00.npz,3
stx/stx/2017-11-08 19_30_00.npz,9
stx/stx/2017-06-27 00_00_00.npz,3
stx/stx/2017-08-01 23_00_00.npz,15
stx/stx/2017-07-30 16_00_00.npz,8
stx/stx/2017-06-24 00_00_00.npz,3
stx/stx/2017-08-20 18_30_00.npz,1
stx/stx/2017-09-17 13_00_00.npz,4
stx/stx/2017-06-07 16_30_00.npz,2
stx/stx/2017-08-07 18_00_00.npz,2
stx/stx/2017-10-22 03_00_00.npz,1
stx/stx/2017-04-21 22_00_00.npz,17
stx/stx/2017-01-19 15_30_00.npz,2
stx/stx/2017-08-07 20_00_00.npz,2
stx/stx/2017-08-23 02_00_00.npz,1
stx/stx/2017-07-03 15_00_00.npz,7
stx/stx/2017-01-18 20_00_00.npz,5
stx/stx/2017-08-20 02_30_00.npz,1
stx/stx/2017-06-01 00_00_00.npz,5
stx/stx/2017-08-07 22_00_00.npz,11
stx/stx/2017-01-19 16_30_00.npz,7
stx/stx/2017-04-26 10_00_00.npz,2
stx/stx/2017-08-30 06_00_00.npz,1
stx/stx/2017-07-09 21_00_00.npz,4
stx/stx/2017-06-19 18_00_00.npz,1
stx/stx/2017-05-17 01_30_00.npz,2
stx/stx/2017-06-02 00_30_00.npz,1
stx/stx/2017-06-22 18_30_00.npz,6
stx/stx/2017-05-22 09_00_00.npz,1
stx/stx/2017-05-28 11_30_00.npz,4
stx/stx/2017-08-22 17_00_00.npz,5
stx/stx/2017-08-12 12_30_00.npz,7
stx/stx/2017-05-21 10_30_00.npz,5
stx/stx/2017-09-02 21_30_00.npz,5
stx/stx/2017-02-14 20_00_00.npz,5
stx/stx/2017-04-17 12_00_00.npz,9
stx/stx/2017-07-24 18_30_00.npz,1
stx/stx/2017-09-24 19_00_00.npz,6
stx/stx/2017-07-18 02_30_00.npz,3
stx/stx/2017-07-28 21_30_00.npz,13
stx/stx/2017-08-09 01_00_00.npz,18
stx/stx/2017-12-23 02_30_00.npz,7
stx/stx/2017-01-14 16_00_00.npz,6
stx/stx/2017-09-18 02_30_00.npz,5
stx/stx/2017-06-02 13_00_00.npz,2
